旧值	新值	频率
水平时间轴河流图，河道宽度=沉降面积	其他标注	1
水平时间轴河流图，河道宽度=频率	其他标注	1
水平时间轴，水墨渲染背景，节点竖排文字标注	标注阶段	1
水平时间轴，纵向多环节条形	标注阶段	1
水平条带紧密排列	其他标注	1
水平条带紧密排列，每条=一年	其他标注	1
水平条形图从上到下按	其他标注	1
水平条形图动态排名，12-15个国家参赛	标注排名	1
水平条形图排名，动态更新排名和长度	标注排名	1
水平条形图，按风险倍数从高到低排列，顶部参考线	标注风险	1
水平条形排名	标注排名	1
水平条形降序排列，条高较大（行间距宽松）	其他标注	1
水平棒棒糖，从基线延伸，降序排列	其他标注	1
水平棒棒糖，按得分降序排列，顶部前10+底部后10	标注评分	1
水平蜜蜂群图，X轴=预测误差（A+→C），点沿垂直方向散开避免重叠	其他标注	1
水平衡标注	标注参考线	1
水平轴为投票倾向刻度，点沿垂直方向紧凑排列避免重叠，形成有机的"蜂群"形态	其他标注	1
水平面积图，30天窗口，填充线下方	标注位置	1
水量标注带内	标注位置	1
水面标分界线	标注数值	1
水面线标注"可见部分"	其他标注	1
汇总统计标注图内	其他标注	1
河流上叠加排名标记	标注排名	1
河流标起点终点和流量值，时间轴标春运日	标注数值	1
治疗周期标注列顶	标注阶段	1
法官名+象限	标注象限策略	1
法规名+影响	标注数值	1
波动率标注柱顶	其他标注	1
波峰标原因	标注驱动因素	1
波长标注峰顶	标注数值	1
流上标占比	标注占比	1
流上标百分比	标注占比	1
流上标转化率	标注转化率	2
流上标金额	标注数值	1
流上标金额占比	标注金额占比	1
流动人数标注	标注数值	1
流失原因写在阶段右侧	标注位置	1
流失原因写在阶段间	标注阶段	2
流失率+原因	标注转化率	1
流失率标注	标注转化率	3
流派名标注簇	标注实体名	1
流派沿圆周排列，弦=影响方向和强度	其他标注	1
流量标注带内	标注位置	2
浓度+标准线	标注数值	1
浓度+经济价值	标注效率	1
浓度标注	标注数值	2
海域+物种数	标注数值	1
海域名称	标注数值	1
海域标注	标注数值	1
消失率+持续时间	其他标注	1
消费量+增速	标注规模增速	1
涨幅%+占比	标注占比	1
涨幅标注段内	标注位置	1
深度层标注	标注阶段	1
深度标注柱端	标注数值	1
深色世界地图底图，弧线从来源国弯向目的国	其他标注	1
深色底世界地图，弧线从出口国弯曲到进口国，弧高=距离	其他标注	1
清除率+样本数	其他标注	1
渗透率+增速	标注增长率	2
渗透率标注	标注占比	1
渗透率标注曲线	标注占比	1
渠道+份额	标注金额占比	1
渠道+占比	标注占比	2
渠道+转化率	标注转化率	2
渠道占比+变化	标注占比	1
渠道名称	标注数值	2
渠道名称标注	标注数值	1
渠道标注面积内	标注位置	2
港口名+货量	标注数值	1
游客量+增速	标注规模增速	1
游客量标注	标注数值	1
游戏名+时长	标注数值	1
溢价金额+%	标注金额占比	1
滚动叙事	标注数值	1
满意度标注	标注评分	1
潜力+成本	标注数值	2
灵敏度+应用	标注数值	1
灵敏度+特异性	其他标注	1
点标国名和通胀%，基准线标"2%	标注参考线	1
点标均值，误差线标	其他标注	1
点标年份，线标方向箭头	其他标注	1
点标支持率%，误差线标	标注占比	1
点标来源+大小	其他标注	1
热图右侧标样本名，注释条标分组名	标注象限策略	1
热度+增速	标注增长率	1
片名+工作室	标注数值	1
物种+影响链	标注数值	1
物种+恢复率	标注增长率	1
物种名+象限	标注象限策略	1
物种名标注	标注实体名	1
物种数+占比	标注占比	1
物种标注关键位置	其他标注	1
物质流量标注	标注数值	2
特征标注	标注数值	1
犯罪率标注	标注数值	1
状态标注	标注数值	1
玩家名+份额变化	标注金额占比	1
玩家类型+趋势线	标注趋势特征	1
环上标指标名	标注数值	1
环上标注染色体号和特征	其他标注	1
环上标部门	标注数值	1
环内标完成百分比	标注占比	1
环内标完成百分比和趋势	标注占比	1
环内标注占比和偏好关键词	标注占比	1
环内标注疾病名和	其他标注	1
环内标类别名和占比	标注占比	1
环外圈标注时段和统计检验	其他标注	1
环外标注类别名	其他标注	1
环外标注细胞类型和占比	标注占比	1
环形中心标排名和分数，右侧标国名	标注排名	1
环形内标注百分比和目标年	标注占比	1
环形内标注百分比，底部标维度名	标注维度评分	1
环形内标流派名和占比	标注占比	1
环形内标类型名和百分比	标注占比	1
环形外圈标注时段名	其他标注	1
环形标签+数值	标注数值	1
环标精度等级	标注评分	1
环段标名称，中心写总数	其他标注	1
环节+价值	标注阶段	1
环节+利润率	标注阶段	1
环节+剂次	标注阶段	1
环节+吨数	标注阶段	1
环节+完成率	标注阶段	1
环节+成本	标注阶段	1
环节+损失量	标注阶段	1
环节+提升幅度	标注因素金额	1
环节+时效	标注阶段	1
环节+氢量	标注阶段	1
环节+水量	标注阶段	1
环节+流量	标注阶段	3
环节+留存率	标注转化率	2
环节+缺口额	标注因素金额	1
环节+能量	标注阶段	1
环节+节水量	标注阶段	1
环节+贡献	标注阶段	1
环节+转化率	标注转化率	5
环节+通过率	标注转化率	2
环节+量	标注阶段	1
环节+金额	标注因素金额	2
环节名+价值	标注阶段	1
环节标注	标注阶段	1
球员名标注	标注实体名	2
球员名标注节点	标注阶段	1
瓶颈标流失原因	标注驱动因素	1
瓶颈标流失率	标注转化率	2
生态→市场	标注数值	1
生态类型	标注实体名	3
用户数+增速	标注增长率	1
用户数标注	标注数值	1
用时+车手	标注数值	1
申请量标注	标注数值	1
电影名+金额	标注数值	1
画异常区域椭圆圈	其他标注	1
留存%标注	标注占比	1
疫苗标注面积内	标注位置	1
疾病+模型	标注数值	1
疾病名+变化	标注数值	1
疾病名+负担值	其他标注	1
疾病名称	标注数值	2
症状名标注节点	标注阶段	1
症状期标注	标注数值	1
白化率+恢复率	标注增长率	1
百分位标注	标注排名	2
百分比值标注点旁	标注占比	1
百分比标注	标注占比	2
百分比标注条端	标注占比	1
百分比标注柱端	标注占比	2
百分比标注柱顶	标注占比	2
百分比标注段内	标注评分	1
监管红线标注	标注风险	1
目标名+编号标注	其他标注	1
目标名+进度	标注数值	1
目标线	标注参考线	1
目标线标	标注参考线	1
目标线标100%	标注参考线	1
目标线标差距	标注参考线	1
目标线标数值，填充内标完成率	标注参考线	1
目标线标数字	标注参考线	2
相关系数标注	标注趋势特征	2
看板数标注	标注数值	1
矩形内标优惠名和金额	标注数值	1
矩形内标名称+占比	标注占比	1
矩形内标国家名和万亿美元	标注实体名	1
矩形内标类别名和百分比	标注占比	1
矩形内标类别名和金额	标注数值	1
矩形内标行业名和占比	标注占比	1
矩形内标部门名和金额，边框表达层级	标注阶段	1
矩形标名称+金额	标注数值	1
矩形面积=人数，标注行业和平均财富	标注数值	1
矩形面积=价值占比，标注维度名	标注金额占比	1
矩形面积=金额，标注类别和占比	标注金额占比	1
矩阵底部标注图例：空心=无，半圆=部分，全圆=成熟	其他标注	1
矩阵行=维度列=供应商，雷达标数值	标注维度评分	1
短板标注	标注差异	2
矿产名+缺口	标注差异	1
矿企名+变化	标注数值	1
研究团队标注	标注实体名	3
碳强度标注柱端	其他标注	1
碳排强度+产量	标注数值	1
碳排放+EU平均线	标注参考线	1
碳汇量+价值	标注效率	1
碳源+贡献量	标注数值	1
碳量标注	标注数值	1
磁体类型	标注数值	1
礁区名+趋势线	标注趋势特征	1
社区名标注	标注实体名	1
票价+公司	标注数值	1
票房+场次	标注数值	1
福利+占比	标注占比	1
福利标注面积内	标注位置	1
科目+分差	标注数值	1
科目+差距	标注差异	1
租金+同比变化	标注增长率	1
租金值标注图例	标注位置	1
租金标注	标注数值	1
积分+奖牌	标注数值	1
税负%+OECD平均	标注参考线	1
空置率标注线端	其他标注	1
突破标注	标注数值	1
突破次数+比例标注	标注占比	1
竖排信息图，从右到左阅读，图表+文字交替排列	其他标注	1
站点标业务名	标注数值	1
竞品对比轮廓	标注排名	1
竞对名+份额	标注金额占比	1
等值线值标注线上	标注位置	1
等值线标注	标注数值	1
等值线标注表面	其他标注	1
等级标注	标注评分	1
等距平行纵轴，折线连接各轴上的值	其他标注	1
策略+减排量	标注象限策略	1
策略标注格内	标注象限策略	1
箭头上标注行动名，底部标月份	其他标注	1
箭头内写行动名，箭头上标时间节点	标注阶段	1
箭头指向当前所在阶段	标注阶段	1
箭头指向当前所处阶段	标注阶段	1
箭头指向行业平均所处阶段	标注参考线	1
箭头标依赖	标注数值	1
箭头标注各力强度	其他标注	1
箭头标注增速最快类别	标注增长率	1
箭头标注数据流向和协议	其他标注	1
箭头标流向	标注数值	1
箱内标中位数，散点标国名缩写	标注参考线	1
箱内标注中位数	标注参考线	1
箱线上方标注	标注数值	1
箱线标中位数和四分位	标注参考线	1
箱线标中位数和四分位，分面标条件名	标注参考线	1
箱线标中位数和四分位，组名标底部	标注参考线	1
箱线标中位数，散点抖动避免重叠	标注参考线	1
簇名+基因	标注数值	1
簇名标注簇旁	标注实体名	1
类别+供应商标注	标注实体名	1
类别+占比	标注占比	2
类别名+占比标注	标注占比	1
类别名+物种数	其他标注	1
类别标注环上	标注数值	1
类别标注面积内	标注位置	2
类型+数量	标注数值	1
类型+象限	标注象限策略	1
类型标注	标注数值	1
类型标注面积内	标注位置	2
粒子名+年份	标注数值	1
系数名左侧，值右侧	标注实体名	1
累积%标注	标注占比	1
累积%标注线	标注占比	1
累积率标注曲线末端	标注位置	1
累计值标注线上	标注位置	1
纤维名称	标注数值	1
级别+能力标注	其他标注	1
纵向北美地图，路径从上（加拿大）到下（墨西哥），右侧嵌温度横截面	标注阶段	1
纵轴	标注数值	1
纸种标注	标注数值	1
线标预期寿命值，柱标人均支出	其他标注	1
线路+客流量	标注数值	1
组内标注区域名	标注实体名	1
组分+占比	标注占比	1
组分名称	标注数值	1
组名+p值	标注数值	1
组名标左侧，均值标圆点	其他标注	1
组成名标注面积内	标注实体名	1
组织+技战术	标注数值	1
组间标注增速%	标注增长率	1
组间连线标*p<0.05/**p<0.01/ns	其他标注	1
细分名标注	标注实体名	1
细分名称标注	标注数值	1
细胞名+百分比	标注占比	1
细胞类型+趋势	标注趋势特征	1
